Seguidores,Seguidos
42,538
4,2
2954,1021
7549,2768
1008,1159
2149,1089
2736,372
5940,640
631,510
4681,1755
1162,2491
1461,304
85,592
28710,18633
1855,1476
112,372
15313,2001
1860,2383
2326,1848
5069,3731
29330,2480
530,214
81,240
3630,1873
2954,1021
1602,552
474,993
343,1062
3525,686
29330,2480
292,99
37,111
3630,1873
78,864
2954,1021
15,12
264,452
339,297
325,1070
84494,83
11499,3981
755,673
755,673
772,1031
2419,740
145,453
1581,276
4,65
2165,478
112,549
1333,2909
1603,1633
37,466
648,229
289,605
289,605
590798,154
267,228
1755,2248
7796,2514
7796,2514
984,310
5489,1278
2156,542
837,725
16911,1326
1645,290
1138,1013
142,417
520,4942
27280,317
3630,1873
82650,9957
101,346
3630,1873
16911,1326
697,146
767,1242
1220,3740
17321,556
228,414
3,12
823,1357
8357,5042
2972,1227
5621,2525
5489,1278
38880,1092
226,162
841,487
399,567
311,3838
1313,1908
10143,1949
511,1537
511,1537
15828,827
3806,1989
66,240
302,558
112,549
112,549
37,726
46,101
475,758
475,758
4252,2852
201,148
465,1546
933,442
351,205
52,184
1836,1013
4602,4873
72,23
2362,1898
19675,2167
19826,436
20,102
2668,909
229,469
225,229
1066,393
709,308
709,308
3515,909
1249,1900
244,94
1832,981
353,966
4981,5482
768,774
2009,976
420,126
9336,1181
1518,588
262,300
154,160
539,508
28710,18633
2245,2589
822,1929
161,513
22673,354
33644,10879
66,545
351,205
3095,475
468,976
2576,506
67,117
17671,1645
768,774
48640,8762
4013,4991
347,136
28710,18633
670,1085
1946,1901
11,158
4,192
1255,1567
36,222
216,767
119,690
1175,841
8,192
532,991
3,204
2424,2180
700,697
700,697
82,511
225,509
9,39
1115,1019
2937,277
5120,1099
700,697
112,549
85,600
1930,3024
700,697
61,146
1823,2670
8002,804
250,212
800,1245
250,212
291,392
172,83
3,31
250,212
2760,463
144,98
127,354
3515,909
127,354
2542,1000
51,189
127,354
2760,463
127,354
127,354
127,354
127,354
197,294
250,125
127,354
1138,1013
127,354
127,354
5535,2678
113,474
4623,4371
227,264
1758,2102
435,793
476,2612
244,1676
112,377
42,258
1973,3117
26,69
1800,913
87,340
6009,5160
1249,1900
64,482
1249,1900
421,1087
1164,948
340,212
241,295
18,34
2716,2373
777,167
3743,4203
11258,12412
750,288
700,697
1161,805
1212,2400
1717,1147
486,2290
1576,961
16,19
482,803
314,435
314,435
2259,694
8338,3037
6,22
46,126
1301,663
2553,171
1,23
1498,1477
29626,7483
55713,1128
955,993
27331,810
6,120
2791,3541
64,1034
213,537
1097,2517
478,393
125,561
40,116
1224,3674
112,631
19,31
425,595
934,478
68,253
64,1034
5707,690
30,64
10004,6888
446,1852
10089,6686
758,1257
26,62
3515,909
4623,4371
4623,4371
700,697
26,131
2119,1296
26,131
26,131
72,132
1553,1124
41,38
68,59
28710,18633
98,975
3308,1598
91,286
555,2858
3392,379
66,46
72,132
560,893
11285,490
1437,2534
349,232
5270,1202
69,60
349,232
158,40
7139,6336
981,260
3391,528
211,1825
1788,2500
13771,8847
89,395
158,40
28710,18633
696,1126
1744,1313
27331,810
637,1937
845,138
8,64
1785,5000
26586,7397
19,90
11097,184
73,245
366,257
1011,1998
3632,895
753,397
4137,1898
5302,118
16911,1326
16911,1326
357,28
16929,3444
2144,1866
535,302
13018,1195
5444,1166
570,927
2257,2569
810,949
4520,1059
3378,924
7884,6674
7884,6674
5343,765
199,215
5030,1422
378,201
107,243
1448,1879
2018,728
12,200
239679,607
757,472
5343,765
13475,50
244,709
2352,1313
1845,1345
2102,992
8469,988
8469,988
7,144
2239,645
172,2233
7,144
3653,4447
7,144
7,144
7,144
2098,810
7,144
3688,735
574,499
483,1997
15313,2001
2776,833
489,969
92,650
91,286
476,2525
211,1825
56,60
424,2475
59191,23618
26586,7397
44,167
16911,1326
16911,1326
16911,1326
16911,1326
16911,1326
2448,910
547,1341
110,190
91,286
93,249
907,479
1100,1592
795,350
263,308
91,286
10329,2973
781,2099
748,380
1138,1013
2419,740
26586,7397
91,286
414,578
714,613
2711,3360
9630,709
91,286
1488,1682
281,1668
3465,1974
426,938
969,2572
1198,998
84,379
226,42
3290,2805
2433,3012
2433,3012
2433,3012
2433,3012
2433,3012
2433,3012
2433,3012
2433,3012
2433,3012
3525,686
264,946
91,286
1269,570
1818,1203
406,2006
471,105
1818,1203
28710,18633
397,546
1394,1049
1428,589
194,191
296,391
1788,2500
10,4
1294,2282
959,623
536,449
1662,2373
536,449
9,3
891,718
559,1279
75,124
2165,2161
35,262
111,162
1257,684
29626,7483
3274,1001
19,78
3128,994
13336,938
16929,3444
2971,2964
3128,994
3128,994
46982,2897
5707,690
1879,741
10166,766
1757,519
1188,596
1692,2446
858,3080
10089,6686
858,3080
5065,3562
14094,3251
242,1714
14844,11634
386,173
111,516
11,69
2546,365
175,759
2971,2964
12,53
1188,596
417,1667
16911,1326
10166,766
337,969
3630,1873
740,197
113,362
215,246
4652,525
142,417
14844,11634
651,1510
651,1510
7430,2817
3787,4140
3758,346
166,283
85,56
5156,959
160,464
111,516
11324,653
1711,982
81,428
11901,650
194,191
1493,1643
571,370
40,274
1289,1556
2004,1099
1626,1393
56576,466
1289,1556
141,300
316,331
1692,2446
2163,482
186,504
29,100
2741,3528
1269,570
5308,4849
1451,1146
8753,2339
1213,342
170,491
1078,804
613,1166
746,1266
61,116
4417,544
774,582
28710,18633
5308,4849
780,220
5308,4849
858,3080
1032,355
290,454
858,3080
1987,1203
68563,159
1477,239
5270,1202
2971,2964
7090,1547
1884,3241
2070,1510
4169,3228
1289,1556
3308,1598
2971,2964
2971,2964
404,1432
10166,766
10166,766
449,460
1442,1679
2971,2964
26,69
114996,1502
1451,1146
116,175
133,481
17321,556
148,334
10089,6686
9455,2508
1757,519
10166,766
1586,801
4312,5002
4312,5002
469,714
4268,1835
4268,1835
101,983
1451,1146
2971,2964
10166,766
1451,1146
11901,650
17321,556
1078,804
11901,650
1078,804
1078,804
2971,2964
11901,650
183,59
381,554
5803,1014
2652,2328
10166,766
17321,556
215,210
12167,1508
212,329
37022,6736
159,521
190382,1615
7090,1547
1256,1556
221,270
1451,1146
26,69
1797,1198
26,69
26,69
26,69
26,69
863,1695
4453,2274
6320,1870
704,423
406,554
693,182
3066,2746
1188,596
3066,2746
2832,1471
23115,80
507,1029
802,1702
1192,168
316,331
1259,1096
164,57
2971,2964
10166,766
10166,766
2009,976
247,1629
446,756
9067,590
48589,805
1586,801
729,771
18,70
11,69
597,1874
1586,801
335,1040
56,391
566,1847
1211,1239
59191,23618
188,234
227,736
13018,1195
13018,1195
466,1300
230,506
89,436
28,182
4686,690
41,304
328,415
28710,18633
3117,2008
1293,1061
2604,2014
298,316
2711,3360
38,97
4,36
613,1166
2604,2014
729,124
598,1932
2360,1927
7090,1547
941,364
5349,4956
2027,5000
1289,1556
1239,106
995,1578
1289,1556
398,207
2324,672
226,42
189,735
593,1056
1398,771
811,1285
6,58
1729,403
439,479
616,970
3247,2644
730,2704
67,92
2104,2039
559,1015
10,39
113,362
3566,5000
52,125
2592,4548
542,1046
129,374
20,71
794,1608
704,282
198,254
2604,2014
62,198
329,711
490,90
28710,18633
1930,3024
37,221
136,391
622,505
4,32
12,36
7739,6022
1041,2127
2100,2904
2238,1676
28710,18633
62265,1450
160,134
1324,140
2760,463
426,439
122,1974
2,60
4,74
276,185
489,1617
12,145
17,197
248,216
3566,5000
690,1468
276,268
21,93
58,44
1701,1043
130,230
2265,1045
67,80
5,20
122,194
93,314
11,15
723,952
13,21
269,593
250,2868
108,368
18,118
413,1177
398,697
111,347
398,697
1,9
15,132
16,17
1550,182
59,419
87,280
1,13
203,425
104,393
78,344
1138,1013
3,24
427,24
55,23
227,97
784,7
4510,5002
2,14
841,374
574,1916
1262,1352
68,240
9420,1216
1337,950
1,6
45680,1138
395,307
7879,439
1556,1509
622,505
3,5
323,1055
1164,948
1249,1900
723,952
194,78
170,237
18,94
2209,2113
833,1360
506,1458
28,210
46,69
21,67
20038,1464
5344,5869
22,48
11,12
1399,5000
1399,5000
1399,5000
45,390
1254,1486
52,272
21,34
101,519
229,1001
821,2473
208,1752
9,12
757,773
414,166
17,110
890,922
30097,1140
11825,1004
2511,179
593,631
23,120
28710,18633
130,469
636,668
2031,1206
150,414
4041,1288
768,774
35,25
559,1001
8309,493
83,78
400,363
46,27
260,365
1416,343
504,649
104,393
660,1531
12,200
2764,78
29,14
2352,1313
8,16
17,29
46,398
819,184
886,220
682,675
438,456
1131,1115
179,417
519,167
9727,3752
835,2304
23,87
418,509
418,509
418,509
6,5
122,295
7,53
4484,463
3628,3400
1995,964
1995,964
27,21
170,138
70709,3120
46,86
5371,2612
222,844
14,7
28710,18633
112,549
1198,3075
1533,605
1198,3075
235,721
13,30
28,122
11857,5731
112,549
83,406
112,549
349,232
349,232
112,549
419,1144
47960,1219
419,1144
419,1144
181,245
831,543
112,549
112,549
9,44
18,11
4086,559
4730,2014
52,162
113,378
112,549
621,1155
4417,4993
886,220
1873,1963
152,512
2118,269
11,7
2954,1021
11499,12469
16921,16582
130,365
494,349
4,6
63,114
5,27
1949,4638
269,475
7521,1110
111,194
1116,2374
2961,125
2616,579
499,280
189,573
112,549
83,193
46,58
42,332
568,1307
3352,598
55,86
17914,716
16123,4969
915,254
552,892
207,593
412,616
154,363
16978,915
511,1537
10448,2448
599,301
1715,702
1233,2994
198,254
22,128
2733,488
488,351
4417,4993
366,1566
613,1166
164,1550
16,29
249533,951
580,907
952,1900
11304,10648
4086,559
225,347
478,422
239,274
84,397
17,172
278,455
504,1056
140,105
483,504
765,227
765,227
61,130
1069,732
944,513
607,395
1030,1181
223,204
64,83
20497,1671
3392,379
298,282
42,167
50,92
1034,796
1034,796
23,101
1,11
398,697
280,834
1249,1900
83,185
369,720
137,690
993,946
424,281
993,946
993,946
900,349
107,211
5308,4849
60,146
1658,997
36,75
282,556
832,152
112,549
40,160
129,140
821,2473
81,428
862,803
74,129
62,121
90,617
2954,1021
5444,1166
968,350
5830,5391
